,P_Surplus,Confidence,Signal,Volume_MWh,ID_Price_RON,Imb_Price_Pos,Imb_Price_Neg,PnL_RON,Cumulative_PnL_RON,Actual_Imb_Volume,Actual_Sign,Prediction_Correct
2024-07-07 18:15:00,0.08436903483482072,0.8312619303303586,BUY,8.312619303303585,1009.15,1941.39,1941.39,7749.356219311735,1292783.8657104298,-160.0,-1.0,True
2024-07-07 18:30:00,0.06116275005229443,0.8776744998954111,BUY,8.776744998954111,940.26,1529.11,1529.11,5168.186292634127,1297952.052003064,-232.0,-1.0,True
2024-07-07 18:45:00,0.037282131277092456,0.9254357374458151,BUY,9.25435737445815,940.26,2869.67,2869.67,17855.4496618533,1315807.5016649172,-360.0,-1.0,True
2024-07-07 19:00:00,0.0503125679525392,0.8993748640949216,BUY,8.993748640949216,940.26,1372.11,1372.11,3883.950350593918,1319691.4520155112,-468.0,-1.0,True
2024-07-07 19:15:00,0.0680992667500843,0.8638014664998314,BUY,8.638014664998314,940.26,1378.49,1378.49,3785.437166642211,1323476.8891821534,-356.0,-1.0,True
2024-07-07 19:30:00,0.069380850602515,0.86123829879497,BUY,8.612382987949701,813.64,1378.21,1378.21,4862.293063506763,1328339.18224566,-348.0,-1.0,True
2024-07-07 19:45:00,0.13485938154409827,0.7302812369118035,BUY,7.302812369118035,803.44,1970.3,1970.3,8521.35964102907,1336860.5418866891,-168.0,-1.0,True
2024-07-07 20:00:00,0.1474522265092517,0.7050955469814966,BUY,7.050955469814966,803.44,1104.6,1104.6,2123.465749289474,1338984.0076359785,-440.0,-1.0,True
2024-07-07 20:15:00,0.15190214889671805,0.6961957022065639,BUY,6.961957022065639,717.63,1100.25,1100.25,2663.783995782755,1341647.7916317612,-352.0,-1.0,True
2024-07-07 20:30:00,0.12997557790907358,0.7400488441818529,BUY,7.4004884418185295,587.12,1422.92,1422.92,6185.328239671928,1347833.1198714331,-236.0,-1.0,True
2024-07-07 20:45:00,0.10846287062559457,0.7830742587488109,BUY,7.830742587488109,563.53,-876.69,1698.29,-11277.992089352125,1336555.127782081,-128.0,-1.0,True
2024-07-07 21:00:00,0.06276823711173556,0.8744635257765289,BUY,8.744635257765289,563.53,1111.69,1111.69,4793.459262896621,1341348.5870449776,-292.0,-1.0,True
2024-07-07 21:15:00,0.07735550165686957,0.8452889966862609,BUY,8.452889966862609,636.1,1733.21,1733.21,9273.750111544638,1350622.3371565223,-188.0,-1.0,True
2024-07-07 21:30:00,0.1155028160732915,0.768994367853417,BUY,7.689943678534171,542.43,2173.9,2173.9,12545.912413218146,1363168.2495697404,-108.0,-1.0,True
2024-07-07 21:45:00,0.11050143841273385,0.7789971231745323,BUY,7.789971231745323,532.27,-765.06,1579.08,-10106.163378080159,1353062.0861916603,-4.0,-1.0,True
2024-07-07 22:00:00,0.0715220409566844,0.8569559180866312,BUY,8.569559180866312,540.73,937.86,937.86,3403.2290374974386,1356465.3152291577,-132.0,-1.0,True
2024-07-07 22:15:00,0.08001893375286771,0.8399621324942645,BUY,8.399621324942645,527.0,937.4,937.4,3447.2045917564615,1359912.5198209141,-176.0,-1.0,True
2024-07-07 22:30:00,0.1541842415516518,0.6916315168966964,BUY,6.916315168966964,492.9,936.49,936.49,3068.0082458020556,1362980.5280667162,-112.0,-1.0,True
2024-07-07 22:45:00,0.11668248860022395,0.7666350227995521,BUY,7.666350227995521,358.66,1219.49,1219.49,6599.424266765383,1369579.9523334815,-60.0,-1.0,True
2024-07-07 23:00:00,0.11102382468486685,0.7779523506302664,BUY,7.779523506302663,597.67,898.33,898.33,2338.991537404959,1371918.9438708865,-108.0,-1.0,True
2024-07-07 23:15:00,0.2196176150082021,0.5607647699835958,BUY,5.607647699835958,443.13,1111.65,1111.65,3748.824640294335,1375667.7685111808,-64.0,-1.0,True
2024-07-07 23:30:00,0.4283708182546533,0.14325836349069343,BUY,1.4325836349069343,396.89,1239.8,1239.8,1207.5390716994038,1376875.3075828801,-60.0,-1.0,True
2024-07-07 23:45:00,0.25990164164871704,0.4801967167025659,BUY,4.801967167025659,314.37,1061.73,1061.73,3588.798181948297,1380464.1057648284,-60.0,-1.0,True
2024-07-08 00:00:00,0.15291380097512547,0.6941723980497491,BUY,6.941723980497491,472.0,990.43,990.43,3598.797963209314,1384062.9037280376,-96.0,-1.0,True
2024-07-08 00:15:00,0.24352487922198587,0.5129502415560283,BUY,5.1295024155602835,472.84,872.94,872.94,2052.31391646567,1386115.2176445033,-144.0,-1.0,True
2024-07-08 00:30:00,0.35116346019319916,0.2976730796136017,BUY,2.9767307961360165,352.94,873.02,873.02,1548.1381524544192,1387663.3557969579,-188.0,-1.0,True
2024-07-08 00:45:00,0.3728717419826998,0.2542565160346004,BUY,2.542565160346004,372.0,872.79,872.79,1273.2912066496754,1388936.6470036076,-168.0,-1.0,True
2024-07-08 01:00:00,0.4476888302849048,0.10462233943019039,BUY,1.046223394301904,391.51,836.34,836.34,465.39155248731595,1389402.038556095,-180.0,-1.0,True
2024-07-08 01:15:00,0.4475954375238791,0.10480912495224182,BUY,1.0480912495224182,391.46,836.4,836.4,466.3377205625047,1389868.3762766575,-132.0,-1.0,True
2024-07-08 01:30:00,0.4239705465155208,0.1520589069689584,BUY,1.520589069689584,391.46,836.23,836.23,676.3124005258363,1390544.6886771834,-188.0,-1.0,True
2024-07-08 01:45:00,0.3555605102460405,0.28887897950791896,BUY,2.8887897950791896,387.58,836.45,836.45,1296.691075317196,1391841.3797525004,-128.0,-1.0,True
2024-07-08 02:00:00,0.262795886252052,0.47440822749589595,BUY,4.744082274958959,308.64,851.84,851.84,2576.9854917577068,1394418.3652442582,-116.0,-1.0,True
2024-07-08 02:15:00,0.2156051231749203,0.5687897536501594,BUY,5.687897536501594,356.92,975.36,975.36,3517.623352474046,1397935.9885967323,-60.0,-1.0,True
2024-07-08 02:30:00,0.24513738072065966,0.5097252385586807,BUY,5.097252385586807,434.47,1043.01,1043.01,3101.8819667249954,1401037.8705634573,-56.0,-1.0,True
2024-07-08 02:45:00,0.16223660192369005,0.6755267961526199,BUY,6.755267961526199,421.88,850.99,850.99,2898.7530349705075,1403936.6235984277,-160.0,-1.0,True
2024-07-08 03:00:00,0.22171225130922306,0.5565754973815539,BUY,5.5657549738155385,386.09,877.43,877.43,2734.6780488345266,1406671.3016472622,-176.0,-1.0,True
2024-07-08 03:15:00,0.12235618554938471,0.7552876289012306,BUY,7.552876289012306,397.39,880.07,880.07,3645.62232718046,1410316.9239744425,-156.0,-1.0,True
2024-07-08 03:30:00,0.15054017415655743,0.6989196516868852,BUY,6.9891965168688515,470.8,880.37,880.37,2862.5652174139755,1413179.4891918565,-156.0,-1.0,True
2024-07-08 03:45:00,0.16390293097399164,0.6721941380520167,BUY,6.721941380520167,497.73,878.62,878.62,2560.320252426326,1415739.809444283,-248.0,-1.0,True
2024-07-08 04:00:00,0.2261012834834168,0.5477974330331664,BUY,5.477974330331664,485.83,1073.79,1073.79,3220.8297872618054,1418960.6392315447,-112.0,-1.0,True
2024-07-08 04:15:00,0.28498990119476336,0.4300201976104733,BUY,4.3002019761047325,606.68,1074.52,1074.52,2011.8064925008382,1420972.4457240456,-88.0,-1.0,True
2024-07-08 04:30:00,0.21932259667822188,0.5613548066435563,BUY,5.613548066435563,649.39,1073.72,1073.72,2381.9968510306026,1423354.4425750761,-164.0,-1.0,True
2024-07-08 04:45:00,0.20870921634303607,0.5825815673139279,BUY,5.825815673139278,654.56,1074.39,1074.39,2445.852194054064,1425800.2947691302,-188.0,-1.0,True
2024-07-08 05:00:00,0.28097124935743467,0.43805750128513066,BUY,4.380575012851306,818.96,2953.11,900.0,9348.804163676616,1435149.0989328069,-32.0,-1.0,True
2024-07-08 05:15:00,0.24817917665673586,0.5036416466865283,BUY,5.036416466865283,742.31,3643.54,899.95,14611.802546163566,1449760.9014789704,-28.0,-1.0,True
2024-07-08 05:30:00,0.2231341273217301,0.5537317453565398,BUY,5.537317453565398,500.47,0.88,551.72,-2766.388426626738,1446994.5130523436,4.0,1.0,False
2024-07-08 05:45:00,0.26253083720523573,0.47493832558952853,BUY,4.749383255895285,428.3,0.06,0.06,-2033.8758855045971,1444960.637166839,48.0,1.0,False
2024-07-08 06:00:00,0.27124117660392216,0.4575176467921557,BUY,4.5751764679215565,650.18,-316.96,317.75,-4424.8361691856535,1440535.8009976535,8.0,1.0,False
2024-07-08 06:15:00,0.24268795042720992,0.5146240991455802,BUY,5.146240991455802,596.28,1000.3,1000.3,2079.1842853679727,1442614.9852830216,-72.0,-1.0,True
2024-07-08 06:30:00,0.28234022304704187,0.43531955390591626,BUY,4.353195539059163,423.87,968.86,968.86,2372.448036831853,1444987.4333198534,-72.0,-1.0,True
2024-07-08 06:45:00,0.4864384136610222,0.02712317267795561,BUY,0.2712317267795561,470.6,1.0,399.53,-127.37041889567955,1444860.0629009577,4.0,1.0,False
2024-07-08 07:00:00,0.33986278292684086,0.3202744341463183,BUY,3.202744341463183,483.4,858.32,858.32,1200.7729085013768,1446060.835809459,-72.0,-1.0,True
2024-07-08 07:15:00,0.42175226467738136,0.15649547064523728,BUY,1.5649547064523728,351.6,1.0,1.0,-548.6731200822019,1445512.1626893769,68.0,1.0,False
2024-07-08 07:30:00,0.5637471348345535,0.12749426966910704,SELL,1.2749426966910704,243.49,1.0,1.0,309.16085452061765,1445821.3235438974,152.0,1.0,True
2024-07-08 07:45:00,0.46845816897733583,0.06308366204532834,BUY,0.6308366204532834,143.2,0.24,0.24,-90.18440326000137,1445731.1391406374,212.0,1.0,False
2024-07-08 08:00:00,0.3773000851272367,0.24539982974552665,BUY,2.4539982974552665,405.6,0.21,0.21,-994.8263698053906,1444736.3127708319,112.0,1.0,False
2024-07-08 08:15:00,0.3686847519118403,0.2626304961763194,BUY,2.6263049617631937,293.46,0.25,0.25,-770.058877838586,1443966.2538929933,100.0,1.0,False
2024-07-08 08:30:00,0.5081407143791151,0.016281428758230243,NO_TRADE,0.0,194.96,0.34,0.34,0.0,1443966.2538929933,168.0,1.0,False
2024-07-08 08:45:00,0.4426567883227197,0.11468642335456058,BUY,1.1468642335456058,156.93,0.34,0.34,-179.58747033090643,1443786.6664226623,164.0,1.0,False
2024-07-08 09:00:00,0.6142830226038862,0.22856604520777246,SELL,2.2856604520777246,87.2,0.22,498.26,-939.5435854310695,1442847.1228372313,8.0,1.0,True
2024-07-08 09:15:00,0.7959176307812686,0.5918352615625373,SELL,5.918352615625373,146.88,4376.16,782.21,-3760.1069672852686,1439087.015869946,-68.0,-1.0,False
2024-07-08 09:30:00,0.8031895385968887,0.6063790771937774,SELL,6.063790771937773,47.58,776.03,776.03,-4417.16838781807,1434669.8474821278,-36.0,-1.0,False
2024-07-08 09:45:00,0.7299168102996201,0.45983362059924016,SELL,4.598336205992402,87.8,775.73,775.73,-3163.3334261883533,1431506.5140559394,-52.0,-1.0,False
2024-07-08 10:00:00,0.6940429865653409,0.3880859731306818,SELL,3.8808597313068183,297.84,16.5,16.5,1091.8410768058602,1432598.3551327453,88.0,1.0,True
2024-07-08 10:15:00,0.768488399367545,0.53697679873509,SELL,5.369767987350899,199.44,799.04,799.04,-3219.712885215599,1429378.6422475297,-20.0,-1.0,False
2024-07-08 10:30:00,0.7072573548929603,0.41451470978592053,SELL,4.145147097859205,73.07,799.28,799.28,-3010.2472739363334,1426368.3949735933,-56.0,-1.0,False
2024-07-08 10:45:00,0.4518859812170842,0.09622803756583165,BUY,0.9622803756583165,177.69,799.01,799.01,597.8840430040251,1426966.2790165974,-76.0,-1.0,True
2024-07-08 11:00:00,0.34923947039650777,0.30152105920698447,BUY,3.0152105920698444,160.77,784.14,784.14,1879.591826778579,1428845.870843376,-36.0,-1.0,True
2024-07-08 11:15:00,0.33141392678260834,0.3371721464347833,BUY,3.371721464347833,214.37,18.26,18.26,-661.2282963732536,1428184.6425470028,8.0,1.0,False
2024-07-08 11:30:00,0.3293379120162762,0.3413241759674476,BUY,3.4132417596744755,261.56,784.14,784.14,1783.6918787706873,1429968.3344257735,-8.0,-1.0,True
2024-07-08 11:45:00,0.5199562772431117,0.03991255448622333,SELL,0.3991255448622333,177.39,20.1,20.1,62.77845695138067,1430031.112882725,36.0,1.0,True
2024-07-08 12:00:00,0.41451976847894284,0.17096046304211432,BUY,1.7096046304211432,24.29,30.0,30.0,9.76184243970473,1430040.8747251646,12.0,1.0,False
2024-07-08 12:15:00,0.3866622114281853,0.2266755771436294,BUY,2.2667557714362943,254.99,30.0,30.0,-509.9973810154519,1429530.8773441492,8.0,1.0,False
2024-07-08 12:30:00,0.30711116211396117,0.38577767577207767,BUY,3.8577767577207767,420.13,799.36,799.36,1462.9846798304502,1430993.8620239797,-24.0,-1.0,True
2024-07-08 12:45:00,0.3030395971479668,0.3939208057040664,BUY,3.939208057040664,345.23,800.13,800.13,1791.9457451477979,1432785.8077691274,-156.0,-1.0,True
2024-07-08 13:00:00,0.3869688489498668,0.22606230210026645,BUY,2.2606230210026643,298.29,893.16,893.16,1344.7768165038547,1434130.5845856313,-60.0,-1.0,True
2024-07-08 13:15:00,0.2893986941488405,0.421202611702319,BUY,4.21202611702319,192.67,869.87,869.87,2852.3840864481044,1436982.9686720793,-88.0,-1.0,True
2024-07-08 13:30:00,0.31310985635765404,0.3737802872846919,BUY,3.7378028728469195,466.57,892.59,892.59,1592.3787798902447,1438575.3474519695,-144.0,-1.0,True
2024-07-08 13:45:00,0.19908197115073303,0.601836057698534,BUY,6.01836057698534,505.64,898.1,898.1,2361.9657920436666,1440937.313244013,-284.0,-1.0,True
2024-07-08 14:00:00,0.341538482422919,0.316923035154162,BUY,3.1692303515416196,69.18,886.64,886.64,2590.7190431712124,1443528.0322871844,-28.0,-1.0,True
2024-07-08 14:15:00,0.2957619285186037,0.40847614296279255,BUY,4.0847614296279255,285.2,940.71,940.71,2677.6019647354015,1446205.6342519198,-168.0,-1.0,True
2024-07-08 14:30:00,0.14172080386510208,0.7165583922697958,BUY,7.165583922697958,555.86,954.15,954.15,2853.9804205713695,1449059.614672491,-304.0,-1.0,True
2024-07-08 14:45:00,0.15574288313923668,0.6885142337215266,BUY,6.8851423372152665,583.64,952.04,952.04,2536.486437030104,1451596.1011095212,-468.0,-1.0,True
2024-07-08 15:00:00,0.2719139593351242,0.4561720813297516,BUY,4.561720813297516,347.37,1085.38,1085.38,3366.5955774217,1454962.6966869428,-212.0,-1.0,True
2024-07-08 15:15:00,0.1706155451162112,0.6587689097675776,BUY,6.587689097675776,606.24,1088.31,1088.31,3175.7272833165607,1458138.4239702595,-336.0,-1.0,True
2024-07-08 15:30:00,0.07661521907144202,0.8467695618571159,BUY,8.46769561857116,694.98,1083.27,1083.27,3287.9215317349954,1461426.3455019945,-420.0,-1.0,True
2024-07-08 15:45:00,0.1500714862289552,0.6998570275420897,BUY,6.998570275420897,712.95,1084.75,1084.75,2602.068428401489,1464028.413930396,-560.0,-1.0,True
2024-07-08 16:00:00,0.09838777356107378,0.8032244528778525,BUY,8.032244528778525,423.32,1655.26,1655.26,9895.243324783418,1473923.6572551795,-416.0,-1.0,True
2024-07-08 16:15:00,0.0546358902683057,0.8907282194633886,BUY,8.907282194633886,515.45,1649.35,1649.35,10099.967280495363,1484023.624535675,-504.0,-1.0,True
2024-07-08 16:30:00,0.042187130290555076,0.9156257394188898,BUY,9.156257394188899,844.7,1651.31,1651.31,7385.528776726706,1491409.1533124016,-668.0,-1.0,True
2024-07-08 16:45:00,0.05804330410040894,0.8839133917991822,BUY,8.839133917991822,1287.98,1682.95,1682.95,3491.19272358923,1494900.3460359909,-720.0,-1.0,True
2024-07-08 17:00:00,0.0691765251234169,0.8616469497531662,BUY,8.616469497531662,1864.65,2992.24,2992.24,9715.844840721724,1504616.1908767126,-740.0,-1.0,True
2024-07-08 17:15:00,0.06005079161232986,0.8798984167753403,BUY,8.798984167753403,1362.24,2992.75,2992.75,14346.8316753636,1518963.0225520763,-776.0,-1.0,True
2024-07-08 17:30:00,0.022308835449828143,0.9553823291003437,BUY,9.553823291003438,2117.54,2992.73,2992.73,8361.4106060533,1527324.4331581295,-784.0,-1.0,True
2024-07-08 17:45:00,0.027259146299792047,0.9454817074004159,BUY,9.45481707400416,2100.02,2994.46,2994.46,8456.76658367228,1535781.1997418017,-808.0,-1.0,True
2024-07-08 18:00:00,0.020970307487327904,0.9580593850253442,BUY,9.580593850253441,2083.0,11231.03,11231.03,87643.55995993399,1623424.7597017358,-560.0,-1.0,True
2024-07-08 18:15:00,0.017224116120684946,0.96555176775863,BUY,9.6555176775863,2032.98,9962.97,9962.97,76568.15862808257,1699992.9183298184,-632.0,-1.0,True
2024-07-08 18:30:00,0.01708597962188063,0.9658280407562387,BUY,9.658280407562387,1996.05,2546.06,2546.06,5312.150806963388,1705305.0691367819,-600.0,-1.0,True
2024-07-08 18:45:00,0.012655529710412948,0.9746889405791741,BUY,9.746889405791741,2033.18,2543.35,2543.35,4972.570568152771,1710277.6397049346,-540.0,-1.0,True
2024-07-08 19:00:00,0.01888463843392974,0.9622307231321405,BUY,9.622307231321406,2737.52,2368.96,2368.96,-3546.397553175817,1706731.2421517586,-536.0,-1.0,True
2024-07-08 19:15:00,0.02110734498579027,0.9577853100284195,BUY,9.577853100284194,2080.51,2368.58,2368.58,2759.092142598865,1709490.3342943576,-508.0,-1.0,True
2024-07-08 19:30:00,0.02171685539906305,0.9565662892018739,BUY,9.56566289201874,1241.44,2469.67,2469.67,11748.834133864177,1721239.1684282217,-356.0,-1.0,True
2024-07-08 19:45:00,0.01947755273835594,0.9610448945232881,BUY,9.610448945232882,712.25,-476.72,2851.06,-11426.53548241354,1709812.632945808,-168.0,-1.0,True
2024-07-08 20:00:00,0.019716595635591517,0.960566808728817,BUY,9.60566808728817,712.25,1947.94,1947.94,11869.627998781118,1721682.2609445893,-544.0,-1.0,True
2024-07-08 20:15:00,0.02237112937724945,0.9552577412455011,BUY,9.552577412455012,1562.52,1948.76,1948.76,3689.587499786624,1725371.848444376,-424.0,-1.0,True
2024-07-08 20:30:00,0.023832206469615928,0.9523355870607682,BUY,9.52335587060768,1562.52,1947.89,1947.89,3670.015651856083,1729041.864096232,-300.0,-1.0,True
2024-07-08 20:45:00,0.05262070848729098,0.894758583025418,BUY,8.94758583025418,1562.52,1522.41,1947.99,-358.88766765149427,1728682.9764285805,-100.0,-1.0,True
2024-07-08 21:00:00,0.026435499317782704,0.9471290013644346,BUY,9.471290013644346,894.12,1235.8,1235.8,3236.1503718619997,1731919.1268004426,-300.0,-1.0,True
2024-07-08 21:15:00,0.029496264899080134,0.9410074702018397,BUY,9.410074702018397,878.59,1394.35,1394.35,4853.340128313007,1736772.4669287556,-176.0,-1.0,True
2024-07-08 21:30:00,0.06914980940212015,0.8617003811957598,BUY,8.617003811957598,556.16,-454.28,1664.8,-8706.965331754434,1728065.5015970012,-68.0,-1.0,True
2024-07-08 21:45:00,0.029340688200664097,0.9413186235986718,BUY,9.413186235986718,47.88,579.25,902.15,5001.884770216262,1733067.3863672174,-20.0,-1.0,True
2024-07-08 22:00:00,0.02609724205807361,0.9478055158838528,BUY,9.478055158838528,800.31,1287.16,1287.16,4614.391154080538,1737681.777521298,-200.0,-1.0,True
2024-07-08 22:15:00,0.040825363844137076,0.9183492723117258,BUY,9.183492723117258,745.63,1172.65,1172.65,3921.535062625532,1741603.3125839236,-140.0,-1.0,True
2024-07-08 22:30:00,0.12338509442841651,0.753229811143167,BUY,7.53229811143167,475.56,1797.94,1797.94,9960.560376595013,1751563.8729605186,-68.0,-1.0,True
2024-07-08 22:45:00,0.13147338222524327,0.7370532355495134,BUY,7.3705323554951345,727.57,1180.31,1160.45,3336.934818626866,1754900.8077791454,-36.0,-1.0,True
2024-07-08 23:00:00,0.08551597556417496,0.8289680488716501,BUY,8.2896804887165,582.13,2818.22,2818.22,18536.471644014076,1773437.2794231595,-164.0,-1.0,True
2024-07-08 23:15:00,0.12863495412503487,0.7427300917499302,BUY,7.427300917499302,658.76,1671.25,1671.25,7520.067905958868,1780957.3473291185,-100.0,-1.0,True
2024-07-08 23:30:00,0.1599733524318928,0.6800532951362144,BUY,6.800532951362143,422.52,859.55,859.55,2972.0369157337973,1783929.3842448522,-52.0,-1.0,True
2024-07-08 23:45:00,0.06604222142776367,0.8679155571444727,BUY,8.679155571444726,383.11,702.84,852.99,2774.9864108580223,1786704.3706557103,-12.0,-1.0,True
2024-07-09 00:00:00,0.12321080521095577,0.7535783895780884,BUY,7.5357838957808845,495.26,1656.54,1656.54,8751.155122492426,1795455.5257782028,-80.0,-1.0,True
2024-07-09 00:15:00,0.13488183795372485,0.7302363240925502,BUY,7.302363240925502,417.94,1379.91,1379.91,7024.654366873106,1802480.180145076,-68.0,-1.0,True
2024-07-09 00:30:00,0.1820834644384335,0.635833071123133,BUY,6.35833071123133,369.58,812.8,812.8,2818.13933783195,1805298.319482908,-12.0,-1.0,True
2024-07-09 00:45:00,0.17616891738073812,0.6476621652385237,BUY,6.476621652385237,339.63,790.6,790.6,2920.7620665761706,1808219.081549484,-28.0,-1.0,True
2024-07-09 01:00:00,0.16786721203566762,0.6642655759286648,BUY,6.642655759286647,220.46,915.89,915.89,4619.502094680713,1812838.5836441647,-84.0,-1.0,True
2024-07-09 01:15:00,0.23168798428822307,0.5366240314235539,BUY,5.366240314235538,458.84,918.46,918.46,2466.4313732289384,1815305.0150173937,-84.0,-1.0,True
2024-07-09 01:30:00,0.2543141824719338,0.49137163505613235,BUY,4.913716350561323,405.95,919.27,919.27,2522.308877070138,1817827.323894464,-116.0,-1.0,True
2024-07-09 01:45:00,0.22655956865432397,0.546880862691352,BUY,5.46880862691352,436.25,918.68,918.68,2638.317345881889,1820465.6412403458,-92.0,-1.0,True
2024-07-09 02:00:00,0.28782400728963936,0.4243519854207213,BUY,4.243519854207213,391.57,885.03,885.03,2094.007307257091,1822559.6485476028,-132.0,-1.0,True
2024-07-09 02:15:00,0.26536616288171366,0.4692676742365727,BUY,4.692676742365727,390.63,870.16,870.16,2250.279278266637,1824809.9278258695,-60.0,-1.0,True
2024-07-09 02:30:00,0.2090714779997065,0.581857044000587,BUY,5.81857044000587,464.51,1033.01,812.08,3307.857295143337,1828117.785121013,-4.0,-1.0,True
2024-07-09 02:45:00,0.1876669299247548,0.6246661401504904,BUY,6.246661401504904,695.08,1.0,8.43,-4335.6827455565235,1823782.1023754564,20.0,1.0,False
2024-07-09 03:00:00,0.17023752218869526,0.6595249556226095,BUY,6.595249556226095,430.03,1.0,257.89,-2829.5599171076815,1820952.5424583487,12.0,1.0,False
2024-07-09 03:15:00,0.12926499878581701,0.741470002428366,BUY,7.41470002428366,445.11,820.98,820.98,2786.9632981274995,1823739.5057564762,-20.0,-1.0,True
2024-07-09 03:30:00,0.1472899743343518,0.7054200513312965,BUY,7.054200513312965,480.73,871.84,871.84,2758.9683627618338,1826498.474119238,-36.0,-1.0,True
2024-07-09 03:45:00,0.10742799421472898,0.785144011570542,BUY,7.8514401157054206,495.06,899.47,899.47,3175.2008971924292,1829673.6750164304,-196.0,-1.0,True
2024-07-09 04:00:00,0.2445513512010224,0.5108972975979552,BUY,5.108972975979552,508.89,970.77,970.77,2359.7324381454355,1832033.4074545759,-104.0,-1.0,True
2024-07-09 04:15:00,0.2462661330218694,0.5074677339562612,BUY,5.074677339562612,515.51,917.31,917.31,2039.0053550362572,1834072.4128096122,-136.0,-1.0,True
2024-07-09 04:30:00,0.2638927887548477,0.47221442249030465,BUY,4.7221442249030465,563.97,2296.19,2296.19,8179.792669261556,1842252.2054788738,-196.0,-1.0,True
2024-07-09 04:45:00,0.25577817242735035,0.4884436551452993,BUY,4.884436551452993,561.44,1806.14,1806.14,6079.65817559354,1848331.8636544673,-184.0,-1.0,True
2024-07-09 05:00:00,0.36209867803612894,0.2758026439277421,BUY,2.758026439277421,584.52,979.79,979.79,1090.1651106531863,1849422.0287651205,-164.0,-1.0,True
2024-07-09 05:15:00,0.333589075692651,0.332821848614698,BUY,3.32821848614698,503.32,907.24,907.24,1344.3340109244882,1850766.362776045,-140.0,-1.0,True
2024-07-09 05:30:00,0.21964247864874215,0.5607150427025157,BUY,5.607150427025157,447.7,898.54,898.54,2527.9276985200217,1853294.290474565,-92.0,-1.0,True
2024-07-09 05:45:00,0.244824477332603,0.5103510453347939,BUY,5.103510453347939,339.73,12939.51,901.66,64303.108939884296,1917597.3994144492,-40.0,-1.0,True
2024-07-09 06:00:00,0.16259228299235848,0.674815434015283,BUY,6.74815434015283,555.22,900.0,900.0,2326.6286533978923,1919924.028067847,-64.0,-1.0,True
2024-07-09 06:15:00,0.14488752028594104,0.7102249594281179,BUY,7.102249594281179,421.77,6381.78,900.14,42329.47860441177,1962253.5066722587,-28.0,-1.0,True
2024-07-09 06:30:00,0.18504933692014272,0.6299013261597146,BUY,6.299013261597146,225.24,7.69,380.12,-1370.3503350604592,1960883.1563371983,52.0,1.0,False
2024-07-09 06:45:00,0.19909084419331177,0.6018183116133764,BUY,6.018183116133764,41.84,-329.35,-329.35,-2233.889390877692,1958649.2669463207,268.0,1.0,False
2024-07-09 07:00:00,0.1362197458684735,0.727560508263053,BUY,7.27560508263053,495.91,0.5,0.5,-3604.407513985991,1955044.8594323348,112.0,1.0,False
2024-07-09 07:15:00,0.3221804067612909,0.3556391864774182,BUY,3.556391864774182,329.28,0.31,0.31,-1169.9462317547625,1953874.91320058,136.0,1.0,False
2024-07-09 07:30:00,0.5183889144095364,0.036777828819072766,SELL,0.36777828819072766,275.84,0.66,0.66,101.20522934432442,1953976.1184299244,192.0,1.0,True
2024-07-09 07:45:00,0.6062048468103726,0.21240969362074513,SELL,2.1240969362074513,174.99,0.66,0.66,370.29381888904504,1954346.4122488133,232.0,1.0,True
2024-07-09 08:00:00,0.3875592715357558,0.22488145692848838,BUY,2.2488145692848835,368.83,0.63,0.63,-828.0135244106941,1953518.3987244025,184.0,1.0,False
2024-07-09 08:15:00,0.4753694760607822,0.04926104787843555,BUY,0.4926104787843555,211.76,0.6,0.6,-104.0196287001045,1953414.3790957024,152.0,1.0,False
2024-07-09 08:30:00,0.8004405123092628,0.6008810246185257,SELL,6.008810246185257,99.41,0.6,0.6,593.7305404255652,1954008.109636128,144.0,1.0,True
2024-07-09 08:45:00,0.6920041251163336,0.38400825023266716,SELL,3.8400825023266716,29.06,0.62,0.62,109.21194636617054,1954117.321582494,200.0,1.0,True
2024-07-09 09:00:00,0.5174808585526207,0.03496171710524143,SELL,0.3496171710524143,184.74,0.61,0.61,64.37500970588104,1954181.6965921998,128.0,1.0,True
2024-07-09 09:15:00,0.6052706765619168,0.2105413531238336,SELL,2.105413531238336,232.55,0.6,0.6,488.35066857073207,1954670.0472607706,120.0,1.0,True
2024-07-09 09:30:00,0.660548320727152,0.32109664145430394,SELL,3.2109664145430394,240.71,0.6,571.25,-1061.3528386630562,1953608.6944221074,72.0,1.0,True
2024-07-09 09:45:00,0.6203575181355581,0.24071503627111612,SELL,2.4071503627111612,98.02,0.6,524.69,-1027.0588452579714,1952581.6355768493,28.0,1.0,True
2024-07-09 10:00:00,0.5917959646205136,0.1835919292410273,SELL,1.835919292410273,194.14,0.6,0.6,355.3238198530842,1952936.9593967025,148.0,1.0,True
2024-07-09 10:15:00,0.49927997223865944,0.0014400555226811163,NO_TRADE,0.0,281.12,-415.35,973.85,0.0,1952936.9593967025,88.0,1.0,False
2024-07-09 10:30:00,0.5116435945383406,0.02328718907668126,SELL,0.23287189076681258,221.96,0.6,513.72,-67.94270285012524,1952869.0166938524,40.0,1.0,True
2024-07-09 10:45:00,0.45717896968938226,0.08564206062123547,BUY,0.8564206062123547,59.36,0.61,529.23,-50.31471061497584,1952818.7019832374,12.0,1.0,False
